504.9001,0.6483197,1162.653,vineswingingtree03
597.1524,3.305316,1143.953,vineswingingtreeprefab
483.8694,3.12233,1147.227,vineswingingtree03
448.2587,2.113521,1134.667,vineswingingtree03
594.4194,5.626678,1112.108,vineswingingtree03
470.9297,5.444229,1110.755,vineswingingtreeprefab
440.5497,2.420783,1119.764,vineswingingtree02
608.8695,10.32501,1073.567,vineswingingtreeprefab
457.1877,1.770794,1073.561,vineswingingtreestump
601.5049,12.18396,1046.961,vineswingingtree03
575.4155,9.448469,1055.468,vineswingingtreeprefab
549.6835,4.454255,1049.003,vineswingingtreeprefab
423.8759,1.294494,1047.565,vineswingingtreeprefab
658.5046,8.779287,1011.849,vineswingingtreeprefab
606.8082,12.3257,1015.761,vineswingingtree02
562.8953,15.04624,1014.819,vineswingingtree02
656.8248,6.262302,992.5936,vineswingingtree02
635.1431,11.16675,986.9683,vineswingingtree02
562.9734,16.87068,989.6485,vineswingingtree03
541.2674,15.80584,998.5276,vineswingingtreeprefab
513.4028,9.118438,992.3862,vineswingingtree03
360.9796,0.4107952,988.6092,vineswingingtree03
656.6965,6.486833,956.5855,vineswingingtreeprefab
605.9792,9.255171,955.3763,vineswingingtree02
508.7436,10.97506,959.8182,vineswingingtree03
91.22535,1.903296,958.942,vineswingingtree03
658.8422,1.922309,921.2068,vineswingingtree03
639.4215,4.660904,930.8235,vineswingingtreeprefab
594.2572,7.122278,924.1915,vineswingingtreeprefab
568.0135,7.727265,934.1496,vineswingingtreeprefab
482.6205,9.032785,924.8551,vineswingingtree03
455.4577,6.065428,931.5371,vineswingingtreeprefab
413.1075,0.7758141,927.0696,vineswingingtreeprefab
110.413,2.630353,928.0259,vineswingingtreeprefab
84.27368,3.456771,928.2198,vineswingingtreeprefab
66.86485,4.722893,922.3754,vineswingingtreeprefab
23.24712,2.04277,930.6536,vineswingingtree02
-263.1567,2.059102,935.951,vineswingingtree02
634.6426,1.579404,894.2402,vineswingingtree03
540.6298,8.666813,907.1852,vineswingingtree02
514.818,8.658112,891.2006,vineswingingtree02
479.9953,7.884622,898.4813,vineswingingtree03
455.2473,7.343531,896.5778,vineswingingtreeprefab
425.5627,4.141927,897.8577,vineswingingtree02
112.2948,3.364205,908.0633,vineswingingtreeprefab
64.40896,10.54609,895.7505,vineswingingtree02
-22.75269,1.940966,905.5076,vineswingingtree03
-217.4276,2.91276,896.9466,vineswingingtreeprefab
-275.6697,6.314576,907.1873,vineswingingtree02
-308.461,4.705071,904.3528,vineswingingtree02
-336.4288,5.167603,902.3328,vineswingingtree03
-398.3812,1.697123,904.8403,vineswingingtree03
-413.8975,1.792252,896.5439,vineswingingtreeprefab
633.887,1.737595,875.0725,vineswingingtree03
601.7722,3.283739,875.4449,vineswingingtree03
565.801,4.848599,870.4792,vineswingingtreeprefab
533.5292,4.986584,863.9507,vineswingingtree03
453.1717,5.767047,867.2258,vineswingingtreeprefab
427.3148,4.843831,877.5217,vineswingingtreeprefab
-200.3191,2.619445,864.1723,vineswingingtree02
-243.1362,5.404413,866.6166,vineswingingtree02
-262.8829,6.089866,877.4932,vineswingingtree02
-323.6565,5.521297,864.8395,vineswingingtreeprefab
-350.8205,4.375935,871.988,vineswingingtree02
-381.281,3.686845,867.2159,vineswingingtreeprefab
622.8042,1.772463,836.0676,vineswingingtree03
599.0392,3.631532,834.6617,vineswingingtreeprefab
530.9129,4.727483,834.3665,vineswingingtreeprefab
450.5662,4.618943,847.9842,vineswingingtree02
417.3346,4.227638,847.5038,vineswingingtree03
140.0988,2.898455,836.4694,vineswingingtree03
120.2285,8.902491,842.04,vineswingingtree02
23.15098,10.21671,830.9157,vineswingingtreeprefab
-3.687353,7.004082,845.165,vineswingingtree03
-202.3509,3.620744,837.9177,vineswingingtree02
-232.6919,5.829573,842.2599,vineswingingtree03
-329.6383,8.090914,831.5461,vineswingingtreeprefab
-392.105,4.593611,839.5376,vineswingingtree03
-412.2267,3.364682,842.8921,vineswingingtree02
606.7964,2.98053,818.0202,vineswingingtreeprefab
569.1743,5.598783,812.8267,vineswingingtree03
540.837,4.21834,804.5728,vineswingingtree02
516.793,5.942047,814.2867,vineswingingtreeprefab
471.4554,5.978107,810.1037,vineswingingtree02
448.1838,4.155576,807.2678,vineswingingtree02
398.5763,2.054572,804.104,vineswingingtree02
67.26069,11.91002,819.2692,vineswingingtreeprefab
-7.700096,8.705854,819.3456,vineswingingtreeprefab
-24.71322,6.457567,801.8343,vineswingingtreeprefab
-186.3732,1.615107,818.4199,vineswingingtreeprefab
-206.0989,4.379451,812.1076,vineswingingtreeprefab
-266.5902,7.707775,806.2744,vineswingingtree02
-302.7269,9.20558,815.5681,vineswingingtreeprefab
-334.5692,10.59878,801.7875,vineswingingtreeprefab
-362.7914,8.617937,803.5594,vineswingingtree02
-390.6994,7.370114,802.077,vineswingingtreeprefab
569.6425,5.741,788.4777,vineswingingtree02
474.2783,4.015386,789.1007,vineswingingtree03
456.731,3.637969,773.6782,vineswingingtreeprefab
143.0032,6.321847,770.3198,vineswingingtree02
-23.72819,5.489349,786.6449,vineswingingtreeprefab
-55.04278,2.466142,779.8992,vineswingingtree03
-208.7789,5.345881,781.7506,vineswingingtree03
-271.3344,9.131551,778.5036,vineswingingtree03
-306.5727,15.92195,775.7134,vineswingingtree02
-334.299,13.47482,782.2861,vineswingingtree02
-353.4614,10.87081,788.1274,vineswingingtree02
-383.993,7.55775,779.3638,vineswingingtree02
-429.2781,2.95949,788.9068,vineswingingtree02
-456.1455,1.599073,784.1006,vineswingingtree02
544.8592,4.454434,751.6144,vineswingingtreeprefab
512.6931,5.179346,751.6713,vineswingingtreeprefab
415.4847,1.9449,740.5827,vineswingingtree03
388.4478,1.892209,754.8363,vineswingingtreeprefab
309.9016,1.908898,749.1987,vineswingingtreeprefab
-38.6696,3.394127,741.277,vineswingingtree03
-56.15794,1.955271,751.2145,vineswingingtree03
-262.9405,10.70035,754.5678,vineswingingtreeprefab
-309.9126,18.66841,759.7007,vineswingingtree02
-361.1956,17.5631,753.4754,vineswingingtreeprefab
-482.1523,1.770139,745.6108,vineswingingtreeprefab
628.0791,3.48562,722.4225,vineswingingtree03
594.6488,8.419871,727.6064,vineswingingtree02
568.2679,5.981147,722.9284,vineswingingtreeprefab
537.0688,6.252646,722.4874,vineswingingtreeprefab
517.3717,5.57369,716.6697,vineswingingtreeprefab
477.6672,3.431082,724.4266,vineswingingtree03
454.2369,4.567444,710.3832,vineswingingtreeprefab
386.9979,2.014279,719.3665,vineswingingtreeprefab
176.3002,2.929688,721.7653,vineswingingtreeprefab
147.7082,6.43003,719.8448,vineswingingtreeprefab
129.9448,8.059144,717.9545,vineswingingtree02
85.48638,10.48517,722.1944,vineswingingtreeprefab
-29.27568,4.17012,725.3489,vineswingingtree03
-246.7899,14.35393,729.4406,vineswingingtreeprefab
549.0756,11.48593,693.3675,vineswingingtreeprefab
504.8917,11.68609,687.9215,vineswingingtree03
489.1392,9.905457,694.3948,vineswingingtree03
444.041,7.364094,683.14,vineswingingtree02
235.3224,2.085924,691.8837,vineswingingtree03
185.6176,8.018374,684.522,vineswingingtree02
148.3226,5.351841,685.0157,vineswingingtreeprefab
124.6164,7.513762,697.4377,vineswingingtree02
88.56322,6.079674,687.7511,vineswingingtree03
63.94438,7.09641,697.0673,vineswingingtree02
544.8553,10.7587,667.718,vineswingingtree03
512.8879,15.65802,657.4692,vineswingingtree02
484.2777,13.51798,665.971,vineswingingtree02
452.7708,16.96914,656.3202,vineswingingtree03
184.3855,10.70666,650.8313,vineswingingtree03
592.2781,15.33097,631.1493,vineswingingtree03
562.2495,13.62395,637.5441,vineswingingtreeprefab
483.9398,21.44581,624.7671,vineswingingtree02
453.7279,22.70448,623.9355,vineswingingtree02
301.5921,3.357112,633.2736,vineswingingtree03
278.51,4.205644,631.2574,vineswingingtreeprefab
573.5997,22.48597,600.0474,vineswingingtree02
543.5563,24.99807,593.5236,vineswingingtree03
459.7768,27.63933,609.9444,vineswingingtree02
293.8612,3.115296,607.2341,vineswingingtree02
246.0476,3.034174,595.5544,vineswingingtree03
548.6297,26.73685,579.724,vineswingingtreeprefab
510.5167,25.24108,570.9434,vineswingingtree03
470.3513,29.13737,564.6757,vineswingingtree02
443.8262,26.40003,564.2167,vineswingingtree02
475.4792,35.01064,535.4575,vineswingingtree03
446.1355,28.94551,546.0519,vineswingingtreeprefab
414.7906,29.85579,505.9146,vineswingingtreeprefab
392.939,31.07083,504.2937,vineswingingtree02
422.768,34.57606,484.6534,vineswingingtreeprefab
392.2733,34.27708,481.2612,vineswingingtreeprefab
300.2006,18.2448,470.0103,vineswingingtreeprefab
337.8884,29.64747,445.7575,vineswingingtree03
308.0016,21.33447,459.8723,vineswingingtreeprefab
299.9266,30.86573,420.438,vineswingingtree02
-552.9805,13.92265,-489.7434,swamp_tree_f
-583.4556,12.7443,-545.7502,swamp_tree_e
-560.746,13.46936,-484.6609,swamp_tree_d
-565.2153,12.40265,-521.9794,swamp_tree_a
-580.8959,13.71265,-475.4224,swamp_tree_d
-590.4362,14.08265,-488.794,swamp_tree_b
-633.7209,13.16265,-513.8003,swamp_tree_f
-613.6927,13.22265,-534.8093,swamp_tree_d
-565.2401,13.73265,-533.6425,swamp_tree_b
-633.3207,14.14265,-497.4413,swamp_tree_e
-643.2771,14.22265,-529.7919,swamp_tree_b
-568.7639,13.65265,-485.2899,swamp_tree_e
-574.2059,13.29834,-560.0608,swamp_tree_f
-631.9833,12.39265,-544.1643,swamp_tree_e
-613.7648,13.43365,-547.1406,swamp_tree_e
-626.9232,13.91265,-492.5051,swamp_tree_b
-615.5959,13.04059,-482.6897,swamp_tree_d
-619.3027,12.39265,-515.0727,swamp_tree_a
-564.2045,13.34265,-565.1041,swamp_tree_a
-555.4026,13.65265,-554.7749,swamp_tree_b
-586.2446,13.15665,-567.434,swamp_tree_d
-592.6287,12.20265,-583.3588,swamp_tree_a
-621.3297,13.64177,-484.2534,swamp_tree_e
-546.6166,12.81265,-504.9307,swamp_tree_a
-614.7863,13.03577,-579.5151,swamp_tree_f
